date,order_id,route_link_count,route_transition_count,direction_gap_count,direction_gap_share,all_gaps_bridgeable,maximum_bridge_distance_m,maximum_bridge_link_count,interpolated_link_count,interpolated_link_share,interpolated_distance_m,interpolated_distance_share,matched_route_length_m,route_length_ratio,u_turn_count,repeated_link_count,repeated_link_share,mean_match_confidence,fallback_point_share,matcher_version,gps_length_m,unreasonable_detour_count,p50_projection_distance_m,p90_projection_distance_m,p95_projection_distance_m,origin_projection_error_m,destination_projection_error_m,core_direction_continuous,core_no_unreasonable_detour,core_fallback_share_ok,core_projection_ok,core_route_length_ratio_ok,core_interpolation_ok,core_origin_error_ok,core_destination_error_ok,core_confidence_ok,core_u_turn_ok,core_repeated_link_ok,core_all_thresholds_pass,core_route_link_count_ok,extended_direction_continuous,extended_no_unreasonable_detour,extended_fallback_share_ok,extended_projection_ok,extended_route_length_ratio_ok,extended_interpolation_ok,extended_origin_error_ok,extended_destination_error_ok,extended_confidence_ok,extended_u_turn_ok,extended_repeated_link_ok,extended_all_thresholds_pass,extended_route_link_count_ok,route_quality_class,formal_training_eligible,robustness_only_eligible,quality_reason,contains_bridge,contains_tunnel,contains_nonzero_layer,maximum_route_node_degree,road_context_stratum,confidence_band,distance_band,route_feature_stratum,sampling_stratum,reviewer_id,review_status,route_correct,major_error,minor_error,wrong_road_level,wrong_direction,wrong_parallel_road,wrong_bridge_or_tunnel,unreasonable_detour,od_endpoint_error,comments
20161022,f81bf01129b2bb96efbd92ae06d7faaf,41,40,0,0.0,False,,,8,0.1951219512195122,9.633066266534778,0.0015124319053452366,6369.256184354215,1.0639309240410415,2,0,0.0,0.8738059792146275,0.0,hmm_viterbi,5986.531682115595,0,1.1669603721852289,5.504406878306156,7.042892185577055,1.6045621031554136,2.146412309678063,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,high,long,u_turn,rejected|high|long|u_turn|bridge,,pending,,,,,,,,,,
20161020,140dd02b957f3cce8afa805ab25a19cf,93,92,0,0.0,False,,,53,0.5698924731182796,2355.7581622323405,0.2422128606450601,9725.98298851059,1.4517836393982309,11,1,0.010752688172043012,0.539848645607677,0.0,hmm_viterbi,6699.333650393004,2,4.436397966657583,11.731002457174355,16.033085341183664,6.164331403344198,2.2721223252081306,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,5,bridge,low,long,detour,rejected|low|long|detour|bridge,,pending,,,,,,,,,,
20161019,72cd63ff55bb5538332b8a2f31599407,114,113,0,0.0,False,,,86,0.7543859649122807,3927.716953526993,0.3853237555378316,10193.29043973611,2.3110168097976587,16,33,0.2894736842105263,0.4473559781363821,0.0,hmm_viterbi,4410.738336701491,3,3.1095511338199655,10.506750713868135,12.331965061762538,8.092013073960505,0.14860297648882997,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,False,True,4,bridge,low,medium,detour,rejected|low|medium|detour|bridge,,pending,,,,,,,,,,
20161022,d3860ea68ec98b7da033ec8ee077e6c0,17,16,0,0.0,False,,,1,0.058823529411764705,0.0,0.0,2655.566572444503,1.2406594402383004,0,0,0.0,0.5638740317981048,0.0,hmm_viterbi,2140.447641243461,1,9.778078005288588,10.859135031609659,12.144661491123982,9.855131164919701,2.9857120570804385,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,unreasonable_detour_detected,False,False,True,4,elevated,mid_low,short,detour,rejected|mid_low|short|detour|elevated,,pending,,,,,,,,,,
20161020,388b197e52bb2749e6095552c13dd36c,59,58,0,0.0,False,,,18,0.3050847457627119,1461.382739319425,0.17464020489990426,8367.962807630822,1.133979865134314,4,2,0.03389830508474576,0.6933386696423208,0.0,hmm_viterbi,7379.286938785002,0,5.217771581525813,9.688920377543244,10.474377037930145,0.7129236047388021,3.1406434116835156,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,5,bridge,mid_high,long,u_turn,rejected|mid_high|long|u_turn|bridge,,pending,,,,,,,,,,
20161019,c72eaa0da0a92b452ed32a157de7495d,34,33,0,0.0,False,,,20,0.5882352941176471,1335.9877721515716,0.2895529394869691,4613.967223122236,1.8725874538654403,1,0,0.0,0.6039237349472133,0.0,hmm_viterbi,2463.9528656447915,1,2.553898640468921,8.021915580592912,18.104470798107023,26.014853126358513,1.3901939788684665,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,unreasonable_detour_detected,True,False,True,4,bridge,mid_low,short,detour,rejected|mid_low|short|detour|bridge,,pending,,,,,,,,,,
20161020,750329ef703e777fe6c9b490034498f2,44,43,1,0.023255813953488372,False,,,14,0.3181818181818182,1165.7478188208734,0.16036336812754803,7269.414657677144,1.4267559002810557,4,0,0.0,0.5447777903289567,0.0,hmm_viterbi,5095.065425168486,1,4.293102540344661,11.907874326656366,12.810507000420744,12.782673221422218,2.906864552624668,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,5,bridge,low,long,detour,rejected|low|long|detour|bridge,,pending,,,,,,,,,,
20161020,29ad804ad3e81656db686c9f3034a1eb,42,41,0,0.0,False,,,23,0.5476190476190477,2272.9268718852823,0.3708206260924209,6129.451039001247,2.4670285141955395,1,5,0.11904761904761904,0.3573538224155329,0.0,hmm_viterbi,2484.5481127322796,3,7.518239205433661,18.655062213927074,18.71243770848144,15.469281480192352,5.039784800955169,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,rejected,False,False,unreasonable_detour_detected,True,False,True,4,bridge,low,short,detour,rejected|low|short|detour|bridge,,pending,,,,,,,,,,
20161019,72ef544b94bab3ab63190c3feafe0597,46,45,0,0.0,False,,,17,0.3695652173913043,971.750295690056,0.14730515383628626,6596.851979599107,1.1418873479692084,5,0,0.0,0.7935001610344214,0.0,hmm_viterbi,5777.147799501667,0,2.658279826930113,7.243398360211132,10.863274055276202,12.998991439908256,0.7553593771761046,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,False,True,3,bridge,high,long,u_turn,rejected|high|long|u_turn|bridge,,pending,,,,,,,,,,
20161020,00399b1ea09eaea4d9467608d45709c8,32,31,0,0.0,False,,,25,0.78125,924.5081264637402,0.45054078099726874,2051.996546055938,1.1951036195908926,7,0,0.0,0.44058261429574697,0.0,hmm_viterbi,1717.003038413001,0,11.79593839676836,13.848442548427887,17.77675236402562,5.252020680441258,17.81984365114191,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,6,bridge,low,short,u_turn,rejected|low|short|u_turn|bridge,,pending,,,,,,,,,,
20161020,8e59d74947a8e735a9b6b7be3b4b6665,71,70,1,0.014285714285714285,False,,,52,0.7323943661971831,5014.951912999636,0.5755814788005171,8712.844484590685,3.8200522843228053,1,24,0.3380281690140845,0.37050553595108543,0.0,hmm_viterbi,2280.81812396849,5,1.8408609244048837,8.528260855323534,10.485497542934704,2.869305614897522,7.239407291278042,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,5,bridge,low,short,detour,rejected|low|short|detour|bridge,,pending,,,,,,,,,,
20161020,fc516924020190732d975293385de516,5,4,0,0.0,False,,,0,0.0,0.0,0.0,1840.365049770711,1.2989134013469055,0,0,0.0,0.691215649329521,0.0,hmm_viterbi,1416.84968979637,0,6.392167768424887,8.525949218627302,8.721393553948786,8.515726871540368,0.039801453450207226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_high,short,ordinary,core|mid_high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,9bc0ab25f4a2955081ed7f4bbb81bb14,6,5,0,0.0,False,,,1,0.16666666666666666,13.365069000188143,0.009993084017605963,1337.4318655423458,2.509122677367844,0,0,0.0,0.5984267749147668,0.0,hmm_viterbi,533.0276903580329,0,9.010386539703608,9.990985756639246,10.795081218137673,4.113933529454494,8.042534618575278,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,route_length_ratio_threshold_failure,False,False,False,4,ordinary_road,mid_low,short,ordinary,rejected|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,66a467af0f7d8a9f8f47b3fc929c434c,34,33,1,0.030303030303030304,False,,,19,0.5588235294117647,1697.8214772898796,0.3560189264162848,4768.907918408404,2.1917686272059207,1,3,0.08823529411764706,0.43713894783450796,0.0,hmm_viterbi,2175.826343717601,1,3.197279332585613,9.892153385541063,17.439467082668575,17.06905987016458,2.7885041210324224,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,low,short,detour,rejected|low|short|detour|bridge,,pending,,,,,,,,,,
20161022,87c42f49fad3779b654e9f55f0a336af,65,64,0,0.0,False,,,34,0.5230769230769231,2269.312773796459,0.3488568307093222,6504.997391572698,1.583052188400486,4,9,0.13846153846153847,0.44256557604541585,0.0,hmm_viterbi,4109.149047161445,1,7.090334631943013,26.64430527950538,29.27848770529991,15.941652597845176,13.10340235407011,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,False,True,True,4,tunnel,low,medium,detour,rejected|low|medium|detour|tunnel,,pending,,,,,,,,,,
20161020,e68bb82c7c50156fdbcec599c6aeceb0,2,1,0,0.0,False,,,0,0.0,0.0,0.0,502.8708532558268,1.4719828294966542,0,0,0.0,0.8147150121423932,0.0,hmm_viterbi,341.6282059674459,0,3.780583382904558,4.569563529956582,4.603987978601046,1.9256087495528407,4.554378034979072,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,918a72acab0928d08bb48c3138acec02,31,30,0,0.0,False,,,3,0.0967741935483871,51.757751120290536,0.010029084145732132,5160.765466537241,1.4986897371990138,4,0,0.0,0.6087287302534076,0.0,hmm_viterbi,3443.5182536063057,0,7.865648077088984,12.413401794906223,12.447235067883879,22.676379382549865,7.851805106704504,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,mid_low,medium,u_turn,rejected|mid_low|medium|u_turn|ordinary_road,,pending,,,,,,,,,,
20161020,10e3943d75df8d91ab3011b07ed3e143,59,58,0,0.0,False,,,24,0.4067796610169492,1171.0692704232226,0.1400952227492558,8359.094960141627,1.3003792521881012,5,1,0.01694915254237288,0.758428307019852,0.0,hmm_viterbi,6428.197732373905,1,1.3757224152535537,8.173386037225331,9.762034626401976,7.034074050327853,3.6391093795687532,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,5,bridge,high,long,detour,rejected|high|long|detour|bridge,,pending,,,,,,,,,,
20161019,ae0e5a398ce1903254937d432003d194,52,51,0,0.0,False,,,25,0.4807692307692308,1178.03782208634,0.19366017931356355,6083.01523969431,1.3962181732878596,3,14,0.2692307692307692,0.7489865874326691,0.0,hmm_viterbi,4356.779875862689,2,1.049448753628172,5.279940654984114,8.159482602165657,0.8861453689733091,4.797327370467263,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,5,bridge,high,medium,detour,rejected|high|medium|detour|bridge,,pending,,,,,,,,,,
20161022,e3159b8373b43f3194b6b6789506091c,65,64,0,0.0,False,,,23,0.35384615384615387,1872.136145072653,0.21371435271076575,8759.99258508549,1.1570417677241354,6,2,0.03076923076923077,0.7419732783350741,0.0,hmm_viterbi,7571.025376478949,0,3.0181543605724728,6.6662375391193525,8.526450573327553,0.014521756478543094,5.320554265120912,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,6,bridge,high,long,u_turn,rejected|high|long|u_turn|bridge,,pending,,,,,,,,,,
20161022,79cbe8d307290390182ce12d2c4bd437,19,18,0,0.0,False,,,1,0.05263157894736842,13.365069000188143,0.003414633159516481,3914.0570526412457,1.354055572826224,3,2,0.10526315789473684,0.597573841039776,0.0,hmm_viterbi,2890.6177347446032,0,8.849973821484593,13.22673978356157,15.319199609048326,0.13512484633040786,7.035875517142417,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,mid_low,medium,u_turn,rejected|mid_low|medium|u_turn|ordinary_road,,pending,,,,,,,,,,
20161022,ccba98a659d57c502e4b98d920988cae,1,0,0,0.0,False,,,0,0.0,0.0,0.0,153.59585035831117,2.400388012804656,0,0,0.0,0.5974260764398461,0.0,hmm_viterbi,63.98792592654512,0,8.266156707126147,8.739589412508106,8.739589412508106,8.277105716708308,7.457380353687741,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,rejected,False,False,route_quality_threshold_failure,False,False,False,3,ordinary_road,mid_low,short,ordinary,rejected|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,39543129a906cefc26ac53fed423e44c,96,95,0,0.0,False,,,39,0.40625,1525.5886826880567,0.12929346061643374,11799.426478450589,1.322271683044747,14,5,0.052083333333333336,0.6119580859846281,0.0,hmm_viterbi,8923.602183842037,1,6.137398003493873,12.469791233139947,17.866049625311987,18.877036533001604,1.8330394772262213,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,6,bridge,mid_low,long,detour,rejected|mid_low|long|detour|bridge,,pending,,,,,,,,,,
20161019,86f6a353ad4f52a4ef3c857b649f6860,72,71,0,0.0,False,,,33,0.4583333333333333,1384.3800295991034,0.21720543025659841,6373.597694881055,1.2213276970844145,11,0,0.0,0.5635907301892465,0.0,hmm_viterbi,5218.581147464579,0,6.722213819865715,17.021228872327427,21.335327460845576,5.089548225526575,4.4348731207101935,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,6,bridge,mid_low,long,u_turn,rejected|mid_low|long|u_turn|bridge,,pending,,,,,,,,,,
20161020,3ba5975afed4a68ab639f6efd1e16a0c,47,46,0,0.0,False,,,17,0.3617021276595745,158.1190032750407,0.01945564356661575,8127.153580586748,1.0811758617137308,5,0,0.0,0.7650809685636676,0.0,hmm_viterbi,7516.958034657475,0,2.637263164309881,10.658581956005314,11.712994737175297,2.64356213070386,0.750548524712239,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,high,long,u_turn,rejected|high|long|u_turn|bridge,,pending,,,,,,,,,,
20161020,916c0771d680a563b20ac6912c5d294c,30,29,0,0.0,False,,,6,0.2,9.51905616671422,0.0018040314252512474,5276.546757154467,1.2889175974299316,4,0,0.0,0.7252937314817447,0.0,hmm_viterbi,4093.78129965466,0,2.861304987666702,10.826268093142058,11.484825267638659,2.4471115995380313,11.629771974432245,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,mid_high,medium,u_turn,rejected|mid_high|medium|u_turn|bridge,,pending,,,,,,,,,,
20161019,d16ccacb8799516b4c1828ea547c14e0,47,46,0,0.0,False,,,13,0.2765957446808511,1037.305907332487,0.14906397501318477,6958.796766561048,1.0276037998506442,3,0,0.0,0.645991313386334,0.0,hmm_viterbi,6771.867491704941,1,3.918841422327353,9.63616211071884,20.7617680365758,0.5041493213484771,1.408050796583741,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,6,bridge,mid_low,long,detour,rejected|mid_low|long|detour|bridge,,pending,,,,,,,,,,
20161020,65df5913b737a4e9b680827927c4fb25,31,30,0,0.0,False,,,4,0.12903225806451613,0.0,0.0,3806.2431271045803,1.0794332401099072,3,0,0.0,0.7628862613199934,0.0,hmm_viterbi,3526.1496363749475,0,3.094242076433123,5.672928771484115,7.5070476034411175,6.35612124046096,0.928705457065458,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,True,True,4,bridge,high,medium,u_turn,rejected|high|medium|u_turn|bridge,,pending,,,,,,,,,,
20161020,9e3c7023370ef004d0db291380d03d38,74,73,1,0.0136986301369863,False,,,19,0.25675675675675674,344.35418163228957,0.034371001005148435,10018.741717202496,1.0794772434485236,4,0,0.0,0.6769318505814651,0.0,hmm_viterbi,9281.105070076685,0,3.627238576579935,10.901616804555198,10.901616804555198,4.2837425330178736,1.7880883520098791,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,True,True,5,bridge,mid_high,long,u_turn,rejected|mid_high|long|u_turn|bridge,,pending,,,,,,,,,,
20161019,fef067a0bf2b66d964d0cd63dff02223,37,36,0,0.0,False,,,10,0.2702702702702703,438.95965606282783,0.0876107507391716,5010.340082231081,1.3809420472756495,1,5,0.13513513513513514,0.7467170416184593,0.0,hmm_viterbi,3628.2044508063045,0,2.368074533707969,10.071718366305943,10.449220506763062,11.46804060534642,10.423380685175795,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,False,False,4,ordinary_road,high,medium,u_turn,rejected|high|medium|u_turn|ordinary_road,,pending,,,,,,,,,,
20161022,34143538ab186cb95cbd8be24d396a30,28,27,0,0.0,False,,,3,0.10714285714285714,12.970142136692248,0.002978653974372129,4354.363497165268,1.1306033350656945,1,0,0.0,0.8454344193953424,0.0,hmm_viterbi,3851.3626858461857,0,2.056845443113267,5.034898289974322,7.242483831285413,7.2699365477562665,6.4674255188372785,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,high,medium,u_turn,rejected|high|medium|u_turn|bridge,,pending,,,,,,,,,,
20161020,f3bb07f408bb7f528dbb2a044c89ace3,7,6,0,0.0,False,,,0,0.0,0.0,0.0,1753.8311388704822,1.3434067938597825,0,0,0.0,0.8372581808014752,0.0,hmm_viterbi,1305.5101008023767,0,2.0299129867084287,4.499765044218319,4.816107751893644,3.8892684988594612,2.72498587301966,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161019,52611fa6a192fb2be409755e204ccfbc,35,34,0,0.0,False,,,14,0.4,550.7836901318515,0.1942489431615643,2835.4526988275225,1.6771407619012937,3,0,0.0,0.7428095154754867,0.0,hmm_viterbi,1690.6468218046923,1,2.289178909088285,6.356919059351773,6.622142198198654,6.655840620111261,1.1118109262611482,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unreasonable_detour_detected,True,True,True,4,bridge,high,short,detour,rejected|high|short|detour|bridge,,pending,,,,,,,,,,
20161019,00eafb028ef24241f7d759b2c2446774,60,59,1,0.01694915254237288,False,,,26,0.43333333333333335,1109.8892838762474,0.15872167802705595,6992.676096122509,1.5950167422518746,7,5,0.08333333333333333,0.590391953282145,0.0,hmm_viterbi,4384.076925894908,1,5.076175721676307,9.50949860138501,10.317389688625884,1.0972333309114182,7.1099422942357595,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,mid_low,medium,detour,rejected|mid_low|medium|detour|bridge,,pending,,,,,,,,,,
20161019,3dc03769e74085f8ea414d14fe99f62e,16,15,0,0.0,False,,,2,0.125,33.96827496361608,0.014884651721143146,2282.1007572092058,1.077685395358487,0,0,0.0,0.7933409974702116,0.0,hmm_viterbi,2117.594584688675,0,1.3773988359519231,11.774179313891116,12.544650503066011,5.821925162695843,1.1931419848818419,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,5,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161022,7c96a836215c8fdf2834cfec139c123e,31,30,1,0.03333333333333333,False,,,12,0.3870967741935484,1400.9232064633259,0.23673732807913206,5917.6270080865825,1.9472423910501735,2,5,0.16129032258064516,0.4449646339355117,0.0,hmm_viterbi,3038.9781135029257,2,9.162925064001678,12.251295507232888,13.026926884238117,12.54263079292212,1.0095362158090866,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,low,medium,detour,rejected|low|medium|detour|bridge,,pending,,,,,,,,,,
20161019,fd9d9605899929155309dce481f79121,43,42,0,0.0,False,,,25,0.5813953488372093,2684.32938789151,0.4973104242771225,5397.693788127167,2.598119276247258,3,17,0.3953488372093023,0.20618441869926898,0.0,hmm_viterbi,2077.53887108818,2,4.27764672985041,27.718628502750352,38.429823460770756,3.860601858668326,14.150819940113369,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,rejected,False,False,low_match_confidence,False,False,False,4,ordinary_road,low,short,detour,rejected|low|short|detour|ordinary_road,,pending,,,,,,,,,,
20161019,30e48d402c5ff215de4024994ccdd9e8,4,3,0,0.0,False,,,0,0.0,0.0,0.0,1914.2510014935565,1.8125302484035262,0,0,0.0,0.6183643632767809,0.0,hmm_viterbi,1056.1208582199529,0,7.15948737181383,12.178031364722997,21.537236778270167,3.6299422046503027,21.55615201400232,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_low,short,ordinary,core|mid_low|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,d5582a3f5c2f6705bf646fb1257719d2,22,21,0,0.0,False,,,1,0.045454545454545456,25.479854065137992,0.006178588597807272,4123.89555669406,1.1212156051843072,0,0,0.0,0.7511072797948765,0.0,hmm_viterbi,3678.057581098479,0,4.352506671885204,7.733485023624305,8.458921595556447,1.0673907213171419,0.5392196296940438,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,high,medium,ordinary,core|high|medium|ordinary|ordinary_road,,pending,,,,,,,,,,
20161019,7f049e643bf2430486e30c3f13079e96,61,60,1,0.016666666666666666,False,,,34,0.5573770491803278,3006.354597755003,0.3413982728276767,8806.004121973056,2.104973082197499,7,17,0.2786885245901639,0.47815089180618925,0.0,hmm_viterbi,4183.42837561608,3,6.60679041526366,9.555799913085648,10.760624504066431,5.695579279027605,6.365712492870711,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,low,medium,detour,rejected|low|medium|detour|bridge,,pending,,,,,,,,,,
20161022,668ef160aa4825050a41ebcc3afe5d0b,61,60,1,0.016666666666666666,False,,,19,0.3114754098360656,297.4744628974742,0.031184363269803082,9539.218752801318,1.0765778219912856,9,0,0.0,0.7071250201938195,0.0,hmm_viterbi,8860.686666531139,0,1.995748145775462,10.106498290841348,17.44421412727087,17.216975341978596,2.1430771072718757,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,unbridgeable_direction_gap,True,False,True,4,bridge,mid_high,long,u_turn,rejected|mid_high|long|u_turn|bridge,,pending,,,,,,,,,,
20161022,146797ebfc36799b74c48e91bed6fe4f,20,19,0,0.0,False,,,3,0.15,10.617263837494704,0.004182283574351423,2538.628394929246,1.1035134820588608,1,0,0.0,0.80900001997711,0.0,hmm_viterbi,2300.496039425676,0,2.858903486521217,5.5287680074269065,7.243258856541333,4.809969315138292,5.78765161940665,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,rejected,False,False,u_turn_detected,False,True,True,4,tunnel,high,short,u_turn,rejected|high|short|u_turn|tunnel,,pending,,,,,,,,,,
20161020,bb95c195db188c1588144c0ab1042810,8,7,0,0.0,False,,,0,0.0,0.0,0.0,1747.6601754840472,1.1830240598482409,0,0,0.0,0.8787570108573639,0.0,hmm_viterbi,1477.2820222339672,0,1.2738126408740262,4.776223422450008,5.256804825185587,0.2632484112224651,2.1564179539623516,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,
20161019,8fd2d873396510fbb091b9b479becd60,13,12,0,0.0,False,,,0,0.0,0.0,0.0,3328.0822081362926,1.1107481014031424,0,0,0.0,0.556375165097081,0.0,hmm_viterbi,2996.2528893203807,0,4.936321816073894,30.62747044211998,30.62747044211998,11.113717712904219,4.528200604709569,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,False,False,False,4,ordinary_road,mid_low,medium,ordinary,core|mid_low|medium|ordinary|ordinary_road,,pending,,,,,,,,,,
20161020,542a4cb89414563fde32de9beffea29a,40,39,0,0.0,False,,,4,0.1,79.02008527686145,0.014379764826192618,5495.2279284100005,1.1081630902656292,3,0,0.0,0.6474110888457381,0.0,hmm_viterbi,4958.862081476456,0,6.905178725963051,10.59431496091471,10.867537485493598,5.07546926273672,17.86217586423494,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,rejected,False,False,u_turn_detected,True,False,True,4,bridge,mid_low,long,u_turn,rejected|mid_low|long|u_turn|bridge,,pending,,,,,,,,,,
